188	ally	accuse	iran
189	obama	attack	tehran
190	gunman	kill	policeman
191	israel	attack	iran
192	officer	protect	husband
193	officer	follow	militant
194	gunman	kill	policeman
195	israel	attack	iran
196	soldier	pursue	enemy
197	laden	leave	husband
198	army	kill	officer
199	wife	flee	iran
200	regime	arrest	wife
201	israel	attack	iran
202	protester	accuse	iran
203	israel	kill	civilian
204	israel	attack	iran
205	regime	confront	iran
206	israel	attack	iran
207	israel	attack	iran
208	mother	visit	father
209	israel	attack	iran
210	child	kill	civilian
211	jews	criticize	israel
212	enemy	kill	civilian
213	soldier	pursue	gunman
214	soldier	follow	gunman
215	soldier	rape	woman
216	israel	attack	iran
217	regime	accuse	washington
218	insurgent	kill	soldier
219	army	kill	officer
220	sniper	kill	officer
221	iran	back	army
222	gunman	assassinate	policeman
223	israel	attack	iran
224	obama	leave	iraq
225	soldier	rape	child
226	criminal	kill	insurgent
227	child	defy	regime
228	police	arrest	guard
229	gunman	threaten	woman
230	soldier	shoot	protestor
231	woman	bring	child
232	iran	detain	wife
233	child	see	dictator
234	child	defy	regime
235	israeli	kill	civilian
236	palestinian	kill	civilian
237	tehran	flee	iran
238	iran	assist	iraqis
239	police	arrest	father
240	police	kill	migrant
241	obama	leave	iraq
242	officer	protect	husband
243	mother	see	killer
244	republican	accuse	bush
245	woman	marry	husband
246	woman	marry	husband
247	husband	marry	woman
248	gunman	kill	policeman
249	soldier	face	insurgent
250	dictator	order	libyans
251	dictator	order	libyans
252	king	accuse	obama
253	policeman	train	police
254	palestinian	arrest	terrorist
255	insurgent	attack	police
256	police	attack	protester
257	militia	fight	al-qaeda
258	terrorist	kill	iraqis
259	army	protect	iraq
260	wife	join	husband
261	gunman	kill	policeman
262	gunman	kill	policeman
263	terrorist	kill	jews
264	israeli	kill	palestinian
265	israel	accuse	iran
266	gunman	kill	officer
267	army	punish	woman
268	taliban	kill	soldier
269	insurgent	attack	judge
270	militant	capture	soldier
271	insurgent	kill	soldier
272	gunman	attack	soldier
273	republican	attack	obama
274	israel	accuse	iran
275	obama	stop	iran
276	iraqis	aid	u.s.
277	jerusalem	kill	israeli
278	administration	back	extremist
279	soldier	leave	army
280	ally	push	abbas
281	taliban	hire	sniper
282	sniper	kill	soldier
283	u.s.	leave	iraq
284	terrorist	kill	civilian
285	mother	welcome	daughter
286	terrorist	take	baby
287	activist	accuse	iranians
288	militiaman	kill	sunni
289	mother	lose	daughter
290	iraqis	blame	politician
291	politician	help	insurgent
292	police	arrest	wife
293	israel	attack	iran
294	u.s.	accuse	iran
295	enemy	attack	iran
296	militant	fight	army
297	wife	join	husband
298	iran	warn	enemy
299	athlete	face	israeli
300	police	kill	gunman
301	al-qaeda	execute	officer
302	militant	execute	officer
303	guard	assault	woman
304	wife	join	husband
305	gunman	kill	iraqis
306	daughter	ask	mother
307	attacker	kill	policeman
308	rebel	kill	officer
309	israel	attack	iran
310	judge	send	soldier
311	father	denounce	administration
312	mother	protect	child
313	police	arrest	wife
314	netanyahu	save	israel
315	insurgent	kill	child
316	soldier	leave	iraq
317	israel	attack	iran
318	democrat	advise	obama
319	gunman	kill	soldier
320	criminal	kill	muslims
321	iraq	attack	iran
322	gunman	kill	judge
323	wife	lose	husband
324	soldier	treat	iraqis
325	israel	attack	iran
326	army	leave	iraq
327	woman	bring	child
328	woman	bring	child
329	expert	train	policeman
330	terrorist	kill	iraqis
331	sniper	kill	soldier
332	gunman	kill	iraqis
333	mother	marry	wife
334	soldier	shoot	protester
335	israel	warn	syria
336	obama	order	administration
337	israeli	treat	prisoner
338	iran	treat	iraq
339	gunman	kill	iraqis
340	israel	capture	jerusalem
341	jerusalem	save	daughter
342	republican	back	obama
343	palestinian	urge	enemy
344	soldier	leave	iraq
345	abbas	thank	obama
346	woman	accuse	assange
347	police	arrest	woman
348	obama	accuse	terrorist
349	assange	rape	woman
350	soldier	leave	iraq
351	terrorist	murder	israeli
352	obama	praise	bush
353	assange	rape	woman
354	woman	join	army
355	republican	criticize	obama
356	assange	rape	woman
357	palestinian	kill	jews
358	enemy	threaten	iraq
359	abbas	thank	obama
360	assange	rape	woman
361	netanyahu	address	abbas
362	assange	rape	woman
363	abbas	thank	obama
364	regime	accuse	mother
365	mother	protect	child
366	iraq	face	enemy
367	republican	criticize	obama
368	iran	warn	israel
369	iraq	face	enemy
370	iraqis	arrest	insurgent
371	police	seize	wife
372	regime	accuse	mother
373	civilian	train	army
374	civilian	train	police
375	soldier	train	army
376	mother	see	judge
377	police	confront	islamists
378	guard	kill	civilian
379	ally	leave	iraq
380	activist	accuse	iranians
381	republican	lead	democrat
382	soldier	rape	wife
383	israel	attack	iran
384	guard	shoot	iranians
385	ally	encourage	iraqis
386	abbas	blame	israel
387	ally	fight	taliban
388	woman	accuse	father
389	mother	see	judge
390	gunman	kill	woman
391	gunman	kill	woman
392	army	train	soldier
393	obama	blame	administration
394	bush	attack	iraq
395	iran	help	palestinian
396	soldier	kill	attacker
397	laden	fight	dictator
398	woman	kill	husband
399	woman	lose	child
400	abbas	condemn	attacker
401	wife	kill	husband
402	iran	threaten	woman
403	ally	stop	iraq
404	gunman	kill	reporter
405	police	bring	woman
406	woman	lose	child
407	administration	ask	judge
408	gunman	assassinate	officer
409	woman	murder	husband
410	woman	bring	child
411	husband	take	wife
412	jews	kill	woman
413	guard	arrest	woman
414	sniper	kill	pirate
415	soldier	kill	civilian
416	iran	release	woman
417	washington	kill	civilian
418	mother	protect	child
419	iran	allow	mother
420	wife	love	mother
421	hero	assist	woman
422	police	shoot	protester
423	woman	lose	husband
424	obama	challenge	netanyahu
425	obama	pursue	al-qaeda
426	thug	take	wife
427	police	stop	smuggler
428	abbas	thank	al-asad
429	abbas	thank	al-asad
430	extremist	kill	hostage
431	regime	target	woman
432	thug	murder	hero
433	hero	assist	woman
434	iran	allow	mother
435	soldier	fight	enemy
436	obama	confront	iran
437	israel	murder	father
438	officer	flee	iraq
439	woman	lose	baby
440	mother	give	daughter
441	husband	allow	wife
442	regime	attack	iran
443	israel	capture	jerusalem
444	israel	attack	iran
445	ally	leave	iran
446	army	fight	militia
447	thug	take	wife
448	netanyahu	welcome	abbas
449	father	leave	syria
450	netanyahu	welcome	abbas
451	army	leave	iraq
452	ally	defeat	italy
453	administration	reassure	israel
454	jews	leave	libya
455	obama	accuse	administration
456	mother	protect	child
457	gunman	attack	soldier
458	taleban	kill	soldier
459	soldier	fight	enemy
460	obama	accuse	administration
461	iran	release	woman
462	gunman	seize	soldier
463	judge	accuse	officer
464	woman	bring	child
465	israel	hit	iran
466	gunman	assassinate	soldier
467	guard	rescue	hostage
468	israel	attack	iran
469	daughter	defend	father
470	libya	release	terrorist
471	iran	face	enemy
472	killer	shoot	husband
473	washington	condemn	tehran
474	netanyahu	defend	barak
475	iraqis	confront	iranians
476	assad	back	iran
477	israel	kill	israeli
478	child	follow	mother
479	israel	accuse	iran
480	teacher	kidnap	baby
481	father	kill	palestinian
482	tehran	kill	woman
483	tehran	kill	child
484	washington	condemn	tehran
485	regime	kill	civilian
486	obama	challenge	israel
487	mother	release	daughter
488	washington	threaten	tehran
489	gunman	kill	policeman
490	father	leave	mother
491	al-assad	back	iran
492	obama	accuse	regime
493	mother	join	army
494	administration	urge	judge
495	bush	praise	hero
496	husband	leave	washington
497	militant	oppose	israel
498	israel	fight	enemy
499	terrorist	murder	israeli
500	iran	blame	israel
501	israeli	send	child
502	iran	back	iraq
503	palestinian	kill	israeli
504	husband	love	wife
505	husband	love	wife
506	woman	accuse	assange
507	soldier	kill	civilian
508	militia	take	woman
509	militant	fight	army
510	gunman	execute	officer
511	politician	advise	obama
512	taliban	kill	civilian
513	husband	love	wife
514	police	protect	athlete
515	washington	accuse	iran
516	iran	welcome	china
517	officer	assault	activist
518	iraq	kill	civilian
519	jews	attack	enemy
520	obama	confront	reporter
521	ally	accuse	iran
522	mother	leave	husband
523	soldier	kill	civilian
524	father	follow	daughter
525	laden	congratulate	muslims
526	child	bring	father
527	soldier	kill	civilian
528	terrorist	murder	athlete
529	u.s.	leave	iraq
530	officer	arrest	wife
531	army	confront	israel
532	officer	execute	prisoner
533	soldier	capture	prisoner
534	police	shoot	militant
535	gunman	kill	woman
536	soldier	rescue	prisoner
537	militant	execute	hostage
538	wife	visit	daughter
539	israel	help	palestinian
540	husband	love	wife
541	obama	help	iraqis
542	soldier	prevent	terrorist
543	officer	chase	terrorist
544	ally	stop	iran
545	father	murder	wife
546	mother	send	child
547	israel	accuse	syria
548	israel	warn	italy
549	police	arrest	gunman
550	judge	prevent	woman
551	washington	accuse	china
552	jews	help	refugee
553	police	arrest	protester
554	muslims	treat	woman
555	father	support	king
556	soldier	arrest	child
557	police	arrest	smuggler
558	soldier	kill	muslims
559	terrorist	kill	soldier
560	woman	murder	daughter
561	soldier	fight	taliban
562	gunman	kill	policeman
563	israel	attack	iran
564	judge	order	woman
565	israel	face	administration
566	israel	kill	israeli
567	israel	capture	jerusalem
568	judge	prevent	woman
569	terrorist	target	israeli
570	terrorist	target	jews
571	regime	protect	laden
572	dictator	flee	iraq
573	politician	urge	netanyahu
574	army	fight	soldier
575	wife	take	child
576	assange	accuse	pentagon
577	iran	protect	iraq
578	police	back	administration
579	muslims	treat	wife
580	al-qaeda	capture	laden
581	terrorist	target	israeli
582	terrorist	target	jews
583	iraqis	accuse	iran
584	syria	thank	iran
585	husband	stop	child
586	police	accuse	israel
587	father	protect	child
588	mother	protect	child
589	protester	confront	christian
590	husband	beat	wife
591	husband	beat	child
592	muslims	treat	wife
593	sister	leave	iran
594	woman	marry	iranians
595	activist	leave	iran
596	husband	flee	iran
597	pentagon	warn	iraqis
598	christian	save	woman
599	barak	criticize	netanyahu
600	obama	defeat	wife
601	israel	treat	palestinian
602	officer	execute	prisoner
603	iraq	threaten	iran
604	militant	shoot	hostage
605	police	shoot	prisoner
606	soldier	kill	civilian
607	guard	kill	iraqis
608	israel	attack	palestinian
609	sniper	kill	soldier
610	sniper	kill	soldier
611	police	arrest	iraqis
612	killer	murder	daughter
613	killer	murder	wife
614	soldier	kill	civilian
615	guard	kill	insurgent
616	iran	train	gunman
617	guard	kill	civilian
618	insurgent	kill	civilian
619	guard	leave	child
620	guard	leave	woman
621	washington	back	iraq
622	syria	assist	iran
623	iran	oppose	taleban
624	iran	aid	taleban
625	soldier	kill	activist
626	sunni	blame	syria
627	iran	back	taliban
628	soldier	kill	civilian
629	israel	attack	iran
630	rebel	kill	guard
631	iran	train	taliban
632	militia	kill	soldier
633	regime	lead	iran
634	police	confront	protester
635	netanyahu	visit	father
636	gunman	kidnap	daughter
637	gunman	kill	child
638	army	capture	prisoner
639	israel	kill	civilian
640	soldier	murder	baby
641	army	force	child
642	obama	lead	mccain
643	iran	pursue	ally
644	china	help	iran
645	palestinian	face	israel
646	husband	marry	woman
647	father	marry	woman
648	sniper	kill	soldier
649	soldier	kill	iraqis
650	woman	back	obama
651	woman	back	democrat
652	extremist	kill	muslims
653	woman	lose	husband
654	husband	marry	woman
655	father	marry	woman
656	woman	send	police
657	police	arrest	woman
658	muslims	welcome	obama
659	netanyahu	push	israel
660	abbas	warn	palestinian
661	expert	criticize	administration
662	police	chase	insurgent
663	police	arrest	woman
664	politician	accuse	israel
665	officer	arrest	activist
666	police	release	woman
667	police	detain	father
668	police	chase	insurgent
669	police	train	officer
670	officer	arrest	criminal
671	obama	release	daughter
672	jews	kill	muslims
673	regime	kill	muslims
674	soldier	kill	attacker
675	militant	attack	christian
676	gunman	take	hostage
677	christian	leave	iraq
678	terrorist	take	hostage
679	militant	attack	christian
680	gunman	take	christian
681	gunman	kill	hostage
682	extremist	kill	muslims
683	father	accuse	netanyahu
684	palestinian	leave	israel
685	christian	leave	israel
686	soldier	kill	civilian
687	soldier	kill	child
688	soldier	kill	woman
689	netanyahu	kill	civilian
690	taliban	kill	civilian
691	republican	challenge	obama
692	tehran	accuse	washington
693	rebel	kill	policeman
694	abbas	accuse	iran
695	palestinian	accuse	assad
696	mother	lose	child
697	abbas	accuse	syria
698	gunman	take	hostage
699	terrorist	kill	child
700	terrorist	kill	woman
701	wife	join	reporter
702	gunman	take	hostage
703	syria	fight	israel
704	iran	train	militia
705	regime	leave	iran
706	woman	kill	husband
707	terrorist	take	hostage
708	enemy	threaten	washington
709	husband	love	father
710	judge	order	police
711	iran	back	militia
712	militia	fight	taliban
713	mother	accuse	thief
714	husband	love	father
715	wife	love	mother
716	bush	order	pentagon
717	israel	capture	jerusalem
718	regime	join	enemy
719	israel	capture	jerusalem
720	husband	take	wife
721	christian	leave	iraq
722	bush	confront	iraq
723	israel	capture	jerusalem
724	obama	criticize	israel
725	bush	praise	obama
726	iraq	kill	iraqis
727	netanyahu	attack	palestinian
728	israel	seize	jerusalem
729	ally	accuse	iran
730	gunman	stop	woman
731	christian	leave	iraq
732	muslims	accuse	jews
733	obama	criticize	israel
734	israel	capture	jerusalem
735	christian	flee	iraq
736	murderer	kill	child
737	murderer	kill	woman
738	soldier	murder	civilian
739	soldier	kill	iraqis
740	gunman	stop	woman
741	murderer	kill	child
742	murderer	kill	woman
743	muslims	fight	jews
744	militia	fight	al-qaeda
745	obama	encourage	bush
746	u.s.	accuse	china
747	terrorist	target	child
748	terrorist	target	woman
749	youth	visit	israel
750	mother	send	daughter
751	bush	push	syria
752	taliban	hire	gunman
753	terrorist	attack	israel
754	tehran	accuse	reporter
755	netanyahu	reassure	administration
756	wife	back	child
757	democrat	push	obama
758	father	push	daughter
759	gunman	shoot	guard
760	mother	train	daughter
761	administration	protect	jews
762	terrorist	kill	hostage
763	militant	kill	officer
764	soldier	kill	child
765	police	arrest	woman
766	gunman	kill	guard
767	father	leave	army
768	obama	order	administration
769	refugee	flee	regime
770	terrorist	take	hostage
771	christian	leave	iraq
772	republican	help	obama
773	officer	assist	police
774	child	see	father
775	obama	lead	administration
776	wife	take	husband
777	washington	attack	iraq
778	gunman	kill	civilian
779	israel	stop	migrant
780	police	arrest	husband
781	soldier	kill	gunman
782	officer	arrest	refugee
783	police	arrest	islamists
784	washington	send	husband
785	israel	kill	palestinian
786	policeman	beat	protester
787	daughter	fight	attacker
788	husband	succeed	father
789	syria	kill	father
790	gunman	kill	policeman
791	administration	protect	civilian
792	army	fight	militant
793	youth	join	militia
794	officer	arrest	activist
795	israel	face	enemy
796	assad	accuse	israel
797	republican	congratulate	obama
798	iran	send	athlete
799	killer	target	mother
800	husband	bring	wife
801	smuggler	take	mother
802	al-assad	succeed	father
803	washington	threaten	tehran
804	enemy	take	child
805	police	arrest	woman
806	officer	arrest	woman
807	u.s.	attack	iran
808	washington	attack	iran
809	republican	congratulate	obama
810	barak	accuse	ally
811	israel	warn	washington
812	thug	attack	husband
813	christian	see	murderer
814	scientist	kill	tehran
815	u.s.	stop	tehran
816	china	abandon	regime
817	israel	attack	iran
818	tehran	accuse	israel
819	tehran	kill	scientist
820	iran	accuse	israel
821	tehran	blame	israel
822	administration	attack	iran
823	washington	attack	iran
824	regime	murder	woman
825	regime	murder	child
826	iran	execute	woman
827	iraqis	fight	iranians
828	u.s.	attack	iran
829	attacker	kill	scientist
830	assange	warn	washington
831	iran	blame	israel
832	bush	see	enemy
833	soldier	send	woman
834	israel	capture	jerusalem
835	netanyahu	blame	palestinian
836	christian	fight	jews
837	u.s.	attack	iran
838	tehran	accuse	israel
839	assange	accuse	administration
840	iranians	blame	israel
841	administration	stop	assange
842	israel	threaten	iran
843	sniper	kill	soldier
844	abbas	accuse	iran
845	mccain	address	officer
846	washington	stop	tehran
847	washington	stop	iran
848	bush	warn	syria
849	woman	accuse	assange
850	officer	arrest	assange
851	gunman	shoot	christian
852	administration	encourage	israel
853	ally	accuse	iran
854	iran	threaten	israel
855	terrorist	assassinate	scientist
856	guard	help	police
857	gunman	assassinate	officer
858	militia	fight	soldier
859	iran	blame	israel
860	washington	attack	iran
861	police	kill	child
862	iran	accuse	israel
863	enemy	assassinate	scientist
864	iran	blame	israel
865	officer	arrest	activist
866	soldier	kill	activist
867	assange	assault	woman
868	administration	accuse	assange
869	administration	aid	terrorist
870	police	take	daughter
871	politician	condemn	china
872	ally	accuse	iran
873	administration	blame	israel
874	gunman	kill	officer
875	israel	attack	iran
876	iran	fight	israel
877	christian	leave	iraq
878	terrorist	force	woman
879	army	accuse	iran
880	murderer	kill	husband
881	administration	protect	jews
882	china	allow	wife
883	woman	warn	sister
884	obama	treat	israel
885	mother	save	husband
886	israeli	send	murderer
887	murderer	kill	husband
888	police	arrest	woman
889	woman	treat	soldier
890	u.s.	attack	iran
891	police	chase	woman
892	gunman	kidnap	officer
893	gunman	kidnap	soldier
894	gunman	kidnap	soldier
895	police	arrest	iranians
896	mother	save	husband
897	teenager	take	hostage
898	teenager	take	child
899	sunni	love	child
900	militia	kill	child
901	israel	attack	iran
902	israel	praise	ally
903	protester	challenge	regime
904	israel	attack	iran
905	tehran	accuse	washington
906	officer	help	police
907	woman	murder	husband
908	mother	murder	father
909	israeli	kill	palestinian
910	protester	beat	militiaman
911	protester	beat	police
912	regime	arrest	activist
913	police	arrest	attacker
914	u.s.	accuse	tehran
915	iran	hit	israel
916	china	condemn	ally
917	father	see	daughter
918	israel	kill	scientist
919	murderer	assassinate	scientist
920	husband	lose	wife
921	husband	lose	child
922	soldier	leave	iraq
923	syria	accuse	israel
924	police	arrest	youth
925	father	kill	daughter
926	guard	kill	civilian
927	washington	assist	iran
928	muslims	inform	police
929	washington	threaten	tehran
930	army	hit	pirate
931	police	arrest	youth
932	china	defeat	iran
933	iran	arrest	activist
934	palestinian	accuse	israel
935	syria	accuse	israel
936	administration	back	china
937	iran	accuse	washington
938	child	ask	father
939	jews	join	enemy
940	gunman	kill	soldier
941	father	join	army
942	jews	expect	criminal
943	obama	congratulate	iraq
944	obama	praise	iraq
945	obama	congratulate	iraqis
946	police	arrest	iranians
947	refugee	kill	child
948	soldier	inform	christian
949	israel	kill	activist
950	christian	leave	iraq
951	politician	hire	thug
952	sniper	kill	guard
953	woman	accuse	assange
954	israel	attack	iran
955	woman	bring	child
956	soldier	kill	activist
957	officer	stop	woman
958	officer	stop	child
959	child	leave	israel
960	iran	help	taleban
961	iran	train	taleban
962	wife	expect	baby
963	police	seize	officer
964	israel	treat	ally
965	abbas	order	militia
966	soldier	leave	iraq
967	bush	punish	enemy
968	soldier	kill	child
969	israel	accuse	tehran
970	iran	accuse	israel
971	israel	kill	civilian
972	israel	threaten	syria
973	police	stop	protestor
974	woman	inform	police
975	guard	shoot	refugee
976	guard	stop	refugee
977	israeli	leave	israel
978	israeli	leave	israel
979	police	shoot	attacker
980	militia	fight	israel
981	daughter	expect	baby
982	iraq	face	militia
983	iraq	face	terrorist
984	gunman	take	hostage
985	israel	attack	iran
986	iran	attack	israel
987	netanyahu	face	obama
988	police	kill	protestor
989	washington	attack	iran
990	iran	accuse	israel
991	iran	execute	smuggler
992	extremist	inform	smuggler
993	iranians	blame	israel
994	christian	leave	iraq
995	iran	support	terrorist
996	iraq	attack	christian
997	christian	flee	israel
998	officer	warn	woman
999	woman	ask	reporter
1000	wife	raise	child
1001	woman	raise	child
1002	iranians	attack	israel
1003	ally	kill	civilian
1004	extremist	attack	christian
1005	obama	criticize	administration
1006	abbas	leave	tunisia
1007	protester	stop	israel
1008	gunman	kill	woman
1009	father	flee	iran
1010	father	rule	iran
1011	woman	take	hostage
1012	extremist	kill	christian
1013	obama	criticize	administration
1014	father	rule	iran
1015	police	fight	gunman
1016	judge	ask	iraq
1017	israel	kill	woman
1018	israel	kill	child
1019	officer	follow	smuggler
1020	terrorist	take	hostage
1021	activist	abandon	obama
1022	officer	oppose	islamists
1023	iran	train	insurgent
1024	soldier	fight	rebel
1025	guard	arrest	woman
1026	administration	accuse	soldier
1027	muslims	condemn	extremist
1028	iran	detain	woman
1029	woman	kill	husband
1030	wife	expect	child
1031	washington	threaten	tehran
1032	army	treat	soldier
1033	father	warn	child
1034	iran	blame	israel
1035	iraq	order	soldier
1036	muslims	kill	christian
1037	israel	attack	iran
1038	soldier	train	army
1039	christian	leave	iraq
1040	iran	blame	israel
1041	police	kill	civilian
1042	judge	order	officer
1043	regime	pursue	activist
1044	libya	accuse	activist
1045	woman	kidnap	child
1046	ally	accuse	iran
1047	officer	kill	christian
1048	insurgent	kill	civilian
1049	insurgent	kill	civilian
1050	judge	praise	mother
1051	militant	kill	sunni
1052	administration	back	ally
1053	mercenary	kill	youth
1054	mercenary	kill	civilian
1055	husband	challenge	wife
1056	police	beat	protester
1057	father	join	army
1058	islamists	send	youth
1059	ally	leave	administration
1060	sniper	kill	soldier
1061	police	fight	protester
1062	police	kill	protestor
1063	refugee	leave	iran
1064	soldier	kill	gunman
1065	refugee	flee	tunisia
1066	soldier	kill	gunman
1067	police	rape	woman
1068	israel	attack	iran
1069	soldier	chase	iraqis
1070	husband	help	child
1071	police	target	gunman
1072	tehran	blame	israel
1073	syria	assassinate	father
1074	wife	join	daughter
1075	wife	join	daughter
1076	mother	embrace	daughter
1077	tunisia	send	child
1078	activist	flee	tunisia
1079	enemy	kill	scientist
1080	politician	take	woman
1081	civilian	help	iraqis
1082	jews	marry	child
1083	bush	encourage	iraqis
1084	administration	ask	woman
1085	iran	execute	prisoner
1086	officer	arrest	woman
1087	protester	fight	police
1088	islamists	send	youth
1089	father	bring	child
1090	iran	help	muslims
1091	police	arrest	mercenary
1092	civilian	help	soldier
1093	pirate	kill	hostage
1094	administration	face	ally
1095	israel	inform	abbas
1096	muslims	kill	christian
1097	muslims	kill	christian
1098	police	arrest	activist
1099	administration	face	ally
1100	father	hit	daughter
1101	washington	encourage	china
1102	police	arrest	activist
1103	pirate	capture	hostage
1104	israel	inform	abbas
1105	pirate	kill	hostage
1106	iran	accuse	u.s.
1107	mother	send	child
1108	woman	raise	child
1109	soldier	rape	wife
1110	soldier	rape	child
1111	soldier	kill	civilian
1112	police	arrest	father
1113	israel	inform	abbas
1114	wife	raise	daughter
1115	attacker	kill	officer
1116	police	arrest	refugee
1117	israel	stop	palestinian
1118	dictator	flee	tunisia
1119	police	chase	protester
1120	officer	chase	protester
1121	officer	beat	protester
1122	officer	push	protester
1123	pirate	capture	hostage
1124	officer	beat	protester
1125	child	lose	father
1126	police	beat	protester
1127	police	disperse	protester
1128	reporter	see	protester
1129	militant	kill	officer
1130	washington	assist	tunisia
1131	ally	help	pentagon
1132	u.s.	welcome	china
1133	officer	arrest	protester
1134	officer	chase	protester
1135	police	confront	activist
1136	police	beat	protester
1137	woman	confront	policeman
1138	police	beat	woman
1139	woman	kill	enemy
1140	youth	bring	regime
1141	activist	fight	army
1142	activist	fight	police
1143	woman	address	soldier
1144	husband	bring	mother
1145	militant	threaten	israel
1146	washington	push	ally
1147	protester	give	guard
1148	army	shoot	protester
1149	iranians	attack	police
1150	protester	fight	police
1151	protester	chase	police
1152	iran	train	taliban
1153	al-qaeda	kill	soldier
1154	police	face	protester
1155	israel	kill	civilian
1156	thug	beat	protester
1157	officer	take	protester
1158	protester	welcome	soldier
1159	police	chase	protester
1160	reporter	see	protester
1161	gunman	kill	soldier
1162	police	chase	protester
1163	police	attack	protester
1164	protester	bring	officer
1165	obama	push	regime
1166	protestor	arrest	gunman
1167	gunman	assassinate	officer
1168	protester	battle	police
1169	protester	attack	police
1170	mother	raise	child
1171	republican	accuse	obama
